index,content
小青龙加石膏汤：,小青龙加石膏汤（《金匮要略》） 麻黄 芍药 桂枝 细辛 甘草 干姜各三两（各9g） 五味子 半夏各半升（各9g） 石膏二两（6g） 上九味，以水一斗，先煮麻黄，去上沫，内诸药，煮取三升。强人服一升，羸者减之，日三服，小儿服四合。功用：解表蠲饮，清热除烦。主治：肺胀，心下有水气。症见咳而上气，烦躁而喘，脉浮者。
射干麻黄汤、小青龙加石膏汤与小青龙汤的鉴别：,"射干麻黄汤、小青龙加石膏汤与小青龙汤的鉴别：射干麻黄汤、小青龙加石膏汤与小青龙汤皆有解表化饮之功。但射干麻黄汤证为风寒较轻，痰饮郁结，肺气上逆较重，故于小青龙汤基础上减桂枝、芍药、甘草；增入祛痰肃肺，止咳平喘之射干、款冬花、紫菀等药。可见小青龙汤解表散寒之力大，功偏治表；射干麻汤祛痰降气之力强，功偏治里。小青龙加石膏汤即在小青龙汤基础上加
石膏二两而成，主治外感风寒、内有饮邪郁热之证，故用小青龙汤解表化饮，加少量石膏清热除烦躁。石膏药性虽大寒，但用量较少，故不悖全方辛温之旨。"
小青龙汤的方论选录：,小青龙汤的方论选录：前方（指大青龙汤）因内有郁热而表不解，此方因内有水气而表不解。然水气不除，肺气壅遏，营卫不通，虽发表何由得汗？故用麻黄、桂枝解其表，必以细辛、干姜、半夏等辛燥之品，散其胸中之水，使之随汗而出。《金匮》所谓腰以上者，当发汗，即《内经》之“开鬼门”也。水饮内蓄，肺必逆而上行，而见喘促上气等证。肺苦气上逆，急食酸以收之，以甘缓之，故以白芍、五味子、甘草三味，一以防肺气之耗散，一则缓麻、桂、姜、辛之刚猛也。名小青龙者，以龙为水族，大则可以兴云致雨，飞腾于宇宙之间；小则亦能治水驱邪，潜隐于波涛之内耳。（张秉成《成方便读》卷一）
小青龙汤的医案举例：,小青龙汤的医案举例：徐，二十六岁，二月初十日。酒客脉弦细而沉，喘满短气，胁连腰痛，有汗，舌白滑而厚，恶风寒，倚息不得卧，此系里水招外风为病，小青龙去麻、辛证也。姜半夏六钱，桂枝六钱，炒白芍四钱，旋覆花（包煎）三钱，杏仁泥五钱，干姜三钱，制五味一钱五分，炙甘草一钱，生姜五片。煮三杯，分三次服。（《明清名医全书大成·吴鞠通医学全书·吴鞠通医案》卷一）
小青龙汤的方歌：,小青龙汤的方歌：小青龙汤治水气，喘咳呕哕渴利慰，姜桂麻黄芍药甘，细辛半夏兼五味。
止嗽散的用法：,止嗽散的用法：上为末。每服三钱（9g），开水调下，食后临卧服。初感风寒，生姜汤调下（现代用法：作汤剂，水煎服）。
止嗽散的证治机理：,止嗽散的证治机理：本证为外感风邪咳嗽，或因治不如法，表解不彻而咳仍不止者。风邪犯肺，肺失清肃，或虽经发散，因表解不彻而其邪未尽，故仍咽痒咳嗽、咯痰不爽；微恶风发热，舌苔薄白，脉浮，是表邪尚存之征。此时外邪十去八九，而肺气失于宣降，治之之法，重在宣肺止咳，兼以解表。
止嗽散的方解：,止嗽散的方解：方中紫菀、百部甘苦而微温，专入肺经，为止咳化痰要药，对于新久咳嗽皆宜，故共用为君。桔梗苦辛而性平，善于宣肺止咳；白前辛苦微温，长于降气化痰。两者协同，一宣一降，以复肺气之宣降，合君药则止咳化痰之力尤佳，共为臣药。荆芥辛而微温，疏风解表，以祛在表之余邪；陈皮行气化痰，二者共为佐药。甘草合桔梗以利咽止咳，兼能调和诸药，是为佐使之用。诸药配伍，肺气得宣，外邪得散，则咳痰咽痒得瘥。诚如《医学心悟》所谓：“本方温润和平，不寒不热，既无攻击过当之虞，大有启门驱贼之势。是以客邪易散，肺气安宁。”
止嗽散的配伍特点：,止嗽散的配伍特点：温润平和，不寒不热；重在治肺，兼解表邪。
止嗽散的运用：,止嗽散的运用：本方为治疗表邪未尽，肺气失宣而致咳嗽之常用方。以咳嗽咽痒，微恶风发热，苔薄白为辨证要点。若为“外感风寒”表证著者，当“生姜汤调下”以助解表之功。
止嗽散的附方：,止嗽散的附方：金沸草散（《博济方》） 旋覆花三两（90g） 麻黄去节，三两（90g） 前胡三两（90g） 荆芥穗四两（120g） 甘草炙，一两（30g） 半夏洗净，姜汁浸，一两（30g） 赤芍药一两（30g） 上为末，每服二钱（6g），水一盏，加生姜、大枣，同煎至六分，热服。如汗出并三服。功用：发散风寒，降气化痰。主治：伤风咳嗽。症见恶寒发热，咳嗽痰多，鼻塞流涕，舌苔白腻，脉浮。
止嗽散与金沸草散的鉴别：,止嗽散与金沸草散的鉴别：止嗽散与金沸草散皆属治疗风邪犯肺之常用方。止嗽散以紫菀、白前、百部、桔梗等宣利止咳为主，解表祛邪之力不足，故主治外邪将尽、肺气不利之咳嗽；金沸草散则以旋覆花、半夏、前胡与麻黄、荆芥穗等相配，解表与化痰之功略胜，故主治风邪犯肺初起之咳嗽痰多者。
止嗽散的方论选录：,止嗽散的方论选录：药不贵险峻，惟期中病而已。此方系予苦心揣摩而得也。盖肺体属金，畏火者也，过热则咳；金性刚燥，恶冷者也，过寒亦咳。且肺为娇脏，攻击之剂既不任受，而外主皮毛，最易受邪，不行表散则邪气留连而不解。经曰：微寒微咳。寒之感也，若小寇然，启门逐之即去矣。医者不审，妄用清凉酸涩之剂，未免闭门留寇，寇欲出而无门，必至穿窬而走，则咳而见红。肺有二窍，一在鼻，一在喉，鼻窍贵开而不闭，喉窍宜闭而不开。今鼻窍不通，则喉窍将启，能无虑乎？本方温润和平，不寒不热，既无攻击过当之虞，大有启门驱贼之势。是以客邪易散，肺气安宁。宜其投之有效欤？（程国彭《医学心悟》卷三）
止嗽散的医案举例：,止嗽散的医案举例：衙前施，风邪未清，左脉浮滑。咳逆，舌薄白，头痛较甚。宜止嗽、化痰、疏风。百部八分，紫菀钱半，马兜铃一钱，冬桑叶三钱，生甘草七分，白前钱半，橘红一钱，光杏仁三钱，桔梗钱半，荆芥钱半，川贝钱半，枇杷叶三片（引，去毛）。四帖。（《中国医学大成·邵兰荪医案》卷一）
止嗽散的方歌：,止嗽散的方歌：止嗽散中用白前，陈皮桔梗草荆添，紫菀百部同蒸用，感冒咳嗽此方先。
银翘散的用法：,银翘散的用法：上为散。每服六钱（18g），鲜苇根汤煎，香气大出，即取服，勿过煮。肺药取轻清，过煮则味厚入中焦矣。病重者，约二时一服，日三服，夜一服；轻者，三时一服，日二服，夜一服；病不解者，作再服（现代用法：作汤剂，加芦根18g，水煎服）。
银翘散的证治机理：,银翘散的证治机理：温病初起，邪在卫分，卫气被郁，开阖失司，则发热、微恶风寒、无汗或有汗不畅；肺位最高而开窍于鼻，邪自口鼻而入，上犯于肺，肺气失宣，则咳嗽；风热蕴结成毒，侵袭肺系门户，则咽喉红肿疼痛；温邪伤津，则口渴；舌尖红、苔薄白或微黄，脉浮数，均为温病初起之象。法当辛凉透表，清热解毒。
银翘散的方解：,银翘散的方解：方中重用银花、连翘为君，二药气味芳香，既能疏散风热、清热解毒，又可辟秽化浊，在透散卫分表邪的同时，兼顾温热病邪易蕴而成毒及多挟秽浊之气的特点。薄荷、牛蒡子味辛而性凉，功善疏散上焦风热，兼可清利头目，解毒利咽；风温之邪居卫，恐惟用辛凉难开其表，遂入辛而微温之荆芥穗、淡豆豉协君药开皮毛以解表散邪，俱为臣药。芦根、竹叶清热生津；桔梗合牛蒡子宣肃肺气而止咳利咽，同为佐药。生甘草合桔梗利咽止痛，兼可调和药性，是为佐使。是方所用药物均系轻清之品，加之用法强调“香气大出，即取服，勿过煮”，体现了吴氏“治上焦如羽，非轻莫举”（《温病条辨》）的用药原则。
银翘散的配伍特点：,银翘散的配伍特点：辛凉与辛温相伍，主以辛凉；疏散与清解相配，疏清兼顾。
银翘散的运用：,银翘散的运用：《温病条辨》称本方为“辛凉平剂”，是治疗风温初起之常用方。以发热，微恶寒，咽痛，口渴，脉浮数为辨证要点。方中药物多为芳香轻宣之品，不宜久煎，“过煮则味厚而入中焦矣”。原书记载本方加减：“胸膈闷者，加藿香三钱，郁金三钱，护膻中；渴甚者，加花粉；项肿咽痛者，加马勃、元参；衄者，去芥穗、豆豉，加白茅根三钱，侧柏炭三钱，栀子炭三钱；咳者，加杏仁利肺气；二三日病犹在肺，热渐入里，加细生地、麦冬保津液；再不解，或小便短者，加知母、黄芩、栀子之苦寒，与麦、地之甘寒，合化阴气，而治热淫所胜。”
银翘散的方论选录：,银翘散的方论选录：本方谨遵《内经》“风淫于内，治以辛凉，佐以苦甘；热淫于内，治以咸寒，佐以甘苦”之训；又宗喻嘉言芳香逐秽之说，用东垣清心凉膈散，辛凉苦甘。病初起，且去入里之黄芩，勿犯中焦；加银花辛凉，芥穗芳香，散热解毒；牛蒡子辛平润肺，解热散结，除风利咽，皆手太阴药也。……此方之妙，预护其虚，纯然清肃上焦，不犯中下，无开门揖盗之弊，有轻以去实之能，用之得法，自然奏效。（吴鞠通《温病条辨》卷一）
银翘散的医案举例：,银翘散的医案举例：赵，二十六岁，乙酉年十一月初四。六脉浮弦而数，弦则为风，浮为在表，数则为热，证现喉痛。卯酉终气，本为温病之明文。虽头痛、身痛、恶寒甚，不得误用辛温，宜辛凉芳香清上。盖上焦主表，表即上焦也。桔梗五钱，豆豉三钱，银花三钱，人中黄二钱，牛蒡子四钱，连翘三钱，荆芥穗五钱，郁金二钱，芦根五钱，薄荷五钱。煮三饭碗，先服一碗，即饮白开水，热啜一碗，覆被令微汗佳。得汗后，第二三碗不必饮热水。服一帖而表解，又服一帖而身热尽退。初七日，身热虽退，喉痛未止，与代赈普济散，日三四服，三日后痊愈。（《明清名医全书大成·吴鞠通医学全书·吴鞠通医案》卷一）
银翘散的方歌：,银翘散的方歌：银翘散主上焦医，竹叶荆牛薄荷豉，甘桔芦根凉解法，风温初感此方宜。
