index,content
桂苓甘露散（《黄帝素问宣明论方》）的方解？,"1、方中重用滑石清解暑热，利水渗湿，为君药。
2、配大寒质重之石膏、寒水石助滑石清解暑热，为臣药。
3、泽泻、茯苓、猪苓又助滑石利水渗湿；白术健脾运化水湿；官桂助膀胱化气，与泽泻、茯苓、猪苓配伍，一化一利，使水湿从小便而去，兼防寒凉太过而凝滞留湿之弊，共为佐药。
4、甘草益气和中，调和诸药，助白术、茯苓健脾，又缓滑石、石膏、寒水石大寒重坠之性，使清利不伤正，为佐使药。
5、诸药合用，甘寒淡渗合法，清利并举，寓温化于渗利，共奏清暑解热、化气利湿之效。"
桂苓甘露散（《黄帝素问宣明论方》）中，茯苓的作用？,茯苓淡渗利湿，清利湿热
桂苓甘露散（《黄帝素问宣明论方》）中，甘草的作用？,甘草益气和中，调和诸药
桂苓甘露散（《黄帝素问宣明论方》）中，白术的作用？,白术健脾运化水湿
桂苓甘露散（《黄帝素问宣明论方》）中，泽泻的作用？,泽泻利尿而补阴不足，助滑石利水渗湿之功而不伤阴
桂苓甘露散（《黄帝素问宣明论方》）中，官桂的作用？,官桂助膀胱化气，沟通三焦，助滑石利水渗湿
桂苓甘露散（《黄帝素问宣明论方》）中，石膏的作用？,石膏大寒质重，助滑石清解暑热
桂苓甘露散（《黄帝素问宣明论方》）中，寒水石的作用？,寒水石清热降火，助滑石清解暑热
桂苓甘露散（《黄帝素问宣明论方》）中，滑石的作用？,滑石清解暑热，利水渗湿
桂苓甘露散（《黄帝素问宣明论方》）中，猪苓的作用？,猪苓利尿渗湿，通利小便，有助滑石利水渗湿之功
桂苓甘露散（《黄帝素问宣明论方》）的君药？,桂苓甘露散（《黄帝素问宣明论方》）的君药是滑石
桂苓甘露散（《黄帝素问宣明论方》）的臣药？,桂苓甘露散（《黄帝素问宣明论方》）的臣药是石膏，寒水石
桂苓甘露散（《黄帝素问宣明论方》）的佐药？,桂苓甘露散（《黄帝素问宣明论方》）的佐药是泽泻，茯苓，猪苓，白术，官桂
桂苓甘露散（《黄帝素问宣明论方》）的使药？,桂苓甘露散（《黄帝素问宣明论方》）的使药是甘草
桂苓甘露散（《黄帝素问宣明论方》）中，石膏和寒水石相配伍的作用？,大寒质重之石膏、寒水石助滑石清解暑热
桂苓甘露散（《黄帝素问宣明论方》）中，泽泻，茯苓，猪苓相配伍的作用？,泽泻、茯苓、猪苓助滑石利水渗湿，导湿于下，从小便而出
桂苓甘露散（《黄帝素问宣明论方》）中，泽泻，茯苓，猪苓，白术，官桂相配伍的作用？,泽泻、茯苓、猪苓又助滑石利水渗湿；白术健脾运化水湿；官桂助膀胱化气，与泽泻、茯苓、猪苓配伍，一化一利，使水湿从小便而去，兼防寒凉太过而凝滞留湿之弊
桂苓甘露散（《黄帝素问宣明论方》）的运用？,"1、本方为清暑利湿之常用方。
2、以发热头痛，烦渴引饮，小便不利为辨证要点。"
桂苓甘露散（《黄帝素问宣明论方》）的辨证要点？,以发热头痛，烦渴引饮，小便不利为辨证要点。
桂苓甘露散（《黄帝素问宣明论方》）的方论选录？,夫暑湿一证，有伤于表者，有伤于里者。在表者邪留经络，当因其轻而扬之；在里者邪留脏腑，非用重剂清热利湿，终归无济。石膏、寒水石大寒质重，直清肺胃之热；滑石寒能清热，滑能利窍，外开肌表，内达州都；猪苓、茯苓、泽泻导湿于下，从小便而出；然湿为阴邪，无阳则不能化，虽利湿而湿亦不能尽除，故用肉桂之辛热，以散阴邪；加白术扶正和中，安内攘外。此方用三石以清上焦，五苓以利下焦，甘草以和上下，亦治暑之大法耳。（张秉成《成方便读》卷三）
桂苓甘露散（《黄帝素问宣明论方》）的医案举例？,仲韶弟主于叶氏，乙卯新秋，陡患洞泻如注，即浑身汗出如洗，恹恹一息。夤夜速余往勘，脉来沉细，身不发热，俨似虚寒之证，惟苔色黄腻，小溲全无，乃湿热病也。予桂苓甘露饮加厚朴，投匕而瘳。（《随息居重订霍乱论》）
桂苓甘露散（《黄帝素问宣明论方》）的方歌？,桂苓甘露猪苓膏，术泽寒水滑石草，清暑化气又利湿，发热烦渴吐泻消。
桂苓甘露散（《黄帝素问宣明论方》）与六一散（《黄帝素问宣明论方》）的鉴别？,"1、相同点：桂苓甘露散（《黄帝素问宣明论方》）与六一散（《黄帝素问宣明论方》）均治暑湿证。
2、不同点：六一散（《黄帝素问宣明论方》）药少力薄，宜于暑湿轻证。桂苓甘露散（《黄帝素问宣明论方》）清暑利湿之力较强，宜于暑湿俱盛，病证较重者。"
清暑益气汤（《温热经纬》）的用法？,水煎服
清暑益气汤（《温热经纬》）的证治机理？,"1、本方所治之证乃暑热侵袭，耗伤气津所致。
2、暑为阳邪，其性炎热，暑热伤人则身热；暑性升散，使腠理开泄，邪热迫津外泄，故见汗多；暑气通心，暑热扰心则心烦；暑易伤津耗气，故见口渴，小便短赤，体倦少气，精神不振，脉虚。此为暑伤气津之证。
3、若单用益气生津，暑热不除；若只清热解暑，则气津难复。
4、唯有清热解暑与益气生津并用，方可奏效。
5、正如王士雄所云：“暑伤气阴，以清暑热而益元气，无不应手取效。”（《温热经纬》）"
清暑益气汤（《温热经纬》）的方解？,"1、方中以味甘性凉功同“白虎”之西瓜翠衣清解暑热，生津止渴；西洋参甘苦性凉，益气生津，养阴清热，共为君药。
2、荷梗助西瓜翠衣清热解暑；石斛、麦冬甘寒质润，助西洋参养阴生津清热，共为臣药。
3、少用苦寒之黄连，清热泻火，以助清热祛暑之力；知母苦寒质润，泻火滋阴；竹叶甘淡，清热除烦，均为佐药。
4、粳米、甘草益胃和中，调和诸药，为佐使药。
5、诸药合用，甘寒与苦寒相伍，清补并举，气津兼顾，共奏清暑益气、养阴生津之效。"
清暑益气汤（《温热经纬》）中，西瓜翠衣的作用？,西瓜翠衣清解暑热，生津止渴
清暑益气汤（《温热经纬》）中，西洋参的作用？,西洋参甘苦性凉，益气生津，养阴清热
清暑益气汤（《温热经纬》）中，荷梗的作用？,荷梗助西瓜翠衣清热解暑
清暑益气汤（《温热经纬》）中，石斛的作用？,石斛甘寒质润，助西洋参养阴生津清热
清暑益气汤（《温热经纬》）中，麦冬的作用？,麦冬效同石斛，甘寒质润，共助西洋参养阴生津清热
清暑益气汤（《温热经纬》）中，黄连的作用？,黄连苦寒，清热泻火，以助清热祛暑之力
清暑益气汤（《温热经纬》）中，知母的作用？,知母苦寒质润，泻火滋阴
清暑益气汤（《温热经纬》）中，淡竹叶的作用？,竹叶甘淡，清热除烦
清暑益气汤（《温热经纬》）中，粳米的作用？,粳米益胃和中，调和诸药
清暑益气汤（《温热经纬》）中，甘草的作用？,甘草效同粳米，益胃和中，调和诸药
清暑益气汤（《温热经纬》）的君药？,清暑益气汤（《温热经纬》）的君药是西瓜翠衣，西洋参、
清暑益气汤（《温热经纬》）的臣药？,清暑益气汤（《温热经纬》）的臣药是荷梗，石斛，麦冬
清暑益气汤（《温热经纬》）的佐药？,清暑益气汤（《温热经纬》）的佐药是黄连，知母，淡竹叶
清暑益气汤（《温热经纬》）的佐使药？,清暑益气汤（《温热经纬》）的佐使药是粳米，甘草
清暑益气汤（《温热经纬》）中，西瓜翠衣和西洋参相配伍的作用？,"1、方中以味甘性凉功同“白虎”之西瓜翠衣清解暑热，生津止渴；
2、西洋参甘苦性凉，益气生津，养阴清热"
清暑益气汤（《温热经纬》）中，荷梗、石斛和麦冬相配伍的作用？,"1、荷梗助西瓜翠衣清热解暑；
2、石斛、麦冬甘寒质润，助西洋参养阴生津清热"
清暑益气汤（《温热经纬》）中，黄连、知母和淡竹叶相配伍的作用？,"1、知母苦寒质润，泻火滋阴；
2、竹叶甘淡，清热除烦"
清暑益气汤（《温热经纬》）中，粳米和甘草相配伍的作用？,粳米、甘草益胃和中，调和诸药
清暑益气汤（《温热经纬》）的运用？,"1、本方为治疗暑热气津两伤证之常用方。
2、以身热汗多，口渴心烦，小便短赤，体倦少气，脉虚数为辨证要点。"
清暑益气汤（《温热经纬》）的辨证要点？,以身热汗多，口渴心烦，小便短赤，体倦少气，脉虚数为辨证要点。
清暑益气汤（《温热经纬》）的方论选录？,湿热证，湿热伤气，四肢困倦，精神减少，身热气高，心烦溺黄，口渴自汗，脉虚者，用东垣清暑益气汤主治。同一热渴自汗而脉虚神倦，便是中气受伤，而非阳明郁热。清暑益气汤乃东垣所制，方中药味颇多，学者当于临证时斟酌去取可也。雄按：此脉此证，自宜清暑益气以为治。但东垣之方，虽有清暑之名，而无清暑之实。观江南仲治孙子华之案、程杏轩治汪木工之案可知。故临证时须斟酌去取也。余每治此等证，辄用西洋参、石斛、麦冬、黄连、竹叶、荷梗、知母、甘草、粳米、西瓜翠衣等，以清暑热而益元气，无不应手取效也。（王士雄《温热经纬》卷四）
清暑益气汤（《温热经纬》）的方歌？,王氏清暑益气汤，西瓜翠衣荷梗襄，知麦石斛西洋参，黄连竹叶草粳方。
清暑益气汤（《温热经纬》）与竹叶石膏汤（《伤寒论》）的鉴别？,"1、共同点：清暑益气汤（《温热经纬》）与竹叶石膏汤（《伤寒论》）均能清解暑热、益气生津，用于外感暑热、气津两伤证。
2、不同点：但清暑益气汤（《温热经纬》）用西瓜翠衣、荷梗等，其清暑养阴生津之力较强，常用于感受暑热、气津两伤之体倦少气、汗多脉虚者。而竹叶石膏汤（《伤寒论》）用石膏、竹叶等药，其清热和胃之效偏优，多用于热病之后，余热未尽，气阴两伤之呕逆虚烦者。"
清暑益气汤（《温热经纬》）的附方？,清暑益气汤（《内外伤感惑论》）
王氏清暑益气汤（《温热经纬》）与李氏清暑益气汤（《内外伤感惑论》）的鉴别？,"1、相同点：《温热经纬》王氏清暑益气汤与《内外伤辨惑论》李氏清暑益气汤均能益气，主治暑病兼气虚证。
2、不同点：《温热经纬》王氏方除清暑益气之外，重在养阴生津，宜于暑热伤津耗气证。《内外伤辨惑论》李氏方解暑生津之力较逊，重在健脾燥湿，用于元气本虚，伤于暑湿之证。"
清暑益气汤（《内外伤感惑论》）用法？,水煎服
清暑益气汤（《内外伤感惑论》）运用？,"1、本方为治疗平素气虚，又感暑湿证之方。
2、症见身热头痛，口渴自汗，四肢困倦，不思饮食，胸满身重，大便溏薄，小便短赤，苔腻，脉虚。"
清暑益气汤（《内外伤感惑论》）辨证要点？,以身热头痛，口渴自汗，四肢困倦，不思饮食，胸满身重，大便溏薄，小便短赤，苔腻，脉虚为辨证要点。
清暑益气汤（《内外伤感惑论》）,李氏清暑益气汤
清暑益气汤（《温热经纬》）,王氏清暑益气汤
李氏清暑益气汤,清暑益气汤（《内外伤感惑论》）
王氏清暑益气汤,清暑益气汤（《温热经纬》）
