question,answer
秩边穴属于哪一条经络？,足太阳膀胱经。
合阳穴的定位？,在小腿后区，胭横纹下2寸，腓肠肌内、外侧头之间。
合阳穴的主治？,"1、腰脊强痛，下肢痿痹。
2、疝气。
3、崩漏。"
合阳穴的刺法？,直刺1~1.5寸。
合阳穴属于哪一条经络？,足太阳膀胱经。
承筋穴的定位？,在小腿后区，胭横纹下5寸，腓肠肌两肌腹之间。
承筋穴的主治？,"1、腰腿拘急、疼痛。
2、痔疾。"
承筋穴的刺法？,直刺1~1.5寸。
承筋穴属于哪一条经络？,足太阳膀胱经。
承山穴的定位？,在小腿后区，腓肠肌两肌腹与肌腱交角处。
承山穴的主治？,"1、腰腿拘急、疼痛。
2、痔疾，便秘。
3、腹痛，疝气。"
承山穴的刺法？,直刺1~2寸。不宜做过强的刺激，以免引起腓肠肌痉挛。
承山穴属于哪一条经络？,足太阳膀胱经。
飞扬穴的定位？,在小腿后区，昆仑直上7寸，腓肠肌外下缘与跟腱移行处。
飞扬穴的主治？,"1、腰腿疼痛。
2、头痛，目眩。
3、鼻塞，鼻衄。
4、痔疾。"
飞扬穴的刺法？,直刺1~1.5寸。
飞扬穴属于哪一条经络？,足太阳膀胱经，络穴。
跗阳穴的定位？,在小腿后区，昆仑直上3寸，腓骨与跟腱之间。
跗阳穴的主治？,"1、腰低痛、下肢痿痹、外踝肿痛等腰、下肢病证。
2、头痛。"
跗阳穴的刺法？,直刺0.8~1.2寸。
跗阳穴属于哪一条经络？,足太阳膀胱经，阳跷脉之郄穴。
昆仑穴的定位？,在踝区，外踝尖与跟腱之间的凹陷中。
昆仑穴的主治？,"1、后头痛，项强，目眩。
2、腰低疼痛，足踝肿痛。
3、癫痫。
4、滞产。"
昆仑穴的刺法？,直刺0.5~0.8寸。孕妇禁用，经期慎用。
昆仑穴属于哪一条经络？,足太阳膀胱经，经穴。
仆参穴的定位？,在跟区，昆仑直下，跟骨外侧，赤白肉际处。
仆参穴的主治？,"1、下肢痿痹，足跟痛。
2、癫痫。"
仆参穴的刺法？,直刺0.3~0.5寸。
仆参穴属于哪一条经络？,足太阳膀胱经。
申脉穴的定位？,在踝区，外踝尖直下，外踝下缘与跟骨之间凹陷中。
申脉穴的主治？,"1、头痛，眩晕。
2、失眠、癫狂痫等神志病证。
3、腰腿酸痛。"
申脉穴的刺法？,直刺0.3~0.5寸。
申脉穴属于哪一条经络？,足太阳膀胱经，八脉交会穴。
金门穴的定位？,在足背，外踝前缘直下，第5跖骨粗隆后方，骰骨下缘凹陷中。
金门穴的主治？,"1、头痛、腰痛、下肢痿痹、外踝痛等痛证、痹证。
2、癫痫。
3、小儿惊风。"
金门穴的刺法？,直刺0.3~0.5寸。
金门穴属于哪一条经络？,足太阳膀胱经，郄穴。
京骨穴的定位？,在路区，第5路骨粗隆前下方，赤白肉际处。
京骨穴的主治？,"1、头痛，项强。
2、腰腿痛。
3、癫痫。
4、目翳。"
京骨穴的刺法？,直刺0.3~0.5寸。
京骨穴属于哪一条经络？,足太阳膀胱经，原穴。
束骨穴的定位？,在路区，第5跖趾关节的近端，赤白肉际处。
束骨穴的主治？,"1、头痛、项强、目眩等头部疾患。
2、腰腿痛。
3、癫狂。"
束骨穴的刺法？,直刺0.3~0.5寸。
束骨穴属于哪一条经络？,足太阳膀胱经，输穴。
足通谷穴的定位？,在足趾，第5距趾关节的远端，赤白肉际处。
足通谷穴的主治？,"1、头痛，项强。
2、目眩，鼻衄。
3、癫狂。"
足通谷穴的刺法？,直刺0.2~0.3寸。
足通谷穴属于哪一条经络？,足太阳膀胱经，荥穴。
至阴穴的定位？,在足趾，足小趾末节外侧，趾甲根角侧后方0.1寸。
至阴穴的主治？,"1、胎位不正，滞产。
2、头痛，目痛。
3、鼻塞，鼻衄。"
至阴穴的刺法？,浅刺0.1寸。胎位不正用灸法。
至阴穴属于哪一条经络？,足太阳膀胱经，井穴。
足少阴肾经的循行原文？,《灵枢．经脉》：肾足少阴之脉，起于小指之下，邪走足心，出于然谷之下，循内踝之后，别入跟中，以上腨内，出腘内廉，上股内后廉，贯脊属肾，络膀胱。其直者：从肾上贯肝、膈，入肺中，循喉咙，夹舌本。其支者：从肺出，络心，注胸中。
足少阴肾经的主治？,"1、头和五官病证：头痛，目眩，咽喉肿痛，齿痛，耳聋，耳鸣等。
2、妇科病，前阴病：月经不调，遗精，阳痿，小便频数等。
3、经脉循行部位的其他病证：下肢厥冷，内踝肿痛等。"
足少阴肾经有多少个穴位？,左右各27穴，分别为涌泉、然谷、太溪、大钟、水泉、照海、复溜、交信、筑宾、阴谷、横骨、大赫、气穴、四满、中注、肓俞、商曲、石关、阴都、通谷、幽门、步廊、神封、灵墟、神藏、彧中、俞府。
足少阴肾经的起止点？,起于涌泉，止于俞府。
涌泉穴的定位？,在足底，屈足卷趾时足心最凹陷中；约当足底第2、3趾蹼缘与足跟连线的前1/3与后2/3交点凹陷中。
涌泉穴的主治？,"1、昏厥、中暑、小儿惊风、癫狂痫等急症及神志病证。
2、头痛，头晕，目眩，失眠。
3、咯血、咽喉肿痛、喉痹、失音等肺系病证。
4、大便难，小便不利。
5、奔豚气。
6、足心热。"
涌泉穴的刺法？,直刺0.5~1寸，针刺时要防止刺伤足底动脉弓。临床常用灸法或药物贴敷。
涌泉穴属于哪一条经络？,足少阴肾经，井穴。
然谷穴的定位？,在足内侧，足舟骨粗隆下方，赤白肉际处。
然谷穴的主治？,"1、月经不调、阴挺、阴痒、白浊等妇科病证。
2、遗精、阳痿、小便不利等泌尿生殖系统疾患。
3、咯血，咽喉肿痛。
4、消渴。
5、下肢痿痹，足蹬痛。
6、小儿脐风，口噤。
7、腹泻。"
然谷穴的刺法？,直刺0.5~1寸。
然谷穴属于哪一条经络？,足少阴肾经，荥穴。
太溪穴的定位？,在足踝区，内踝尖与跟腱之间凹陷中。
太溪穴的主治？,"1、头痛、目眩、失眠、健忘、遗精、阳痿等肾虚证。
2、咽喉肿痛、齿痛、耳鸣、耳聋等阴虚性五官病证。
3、咳嗽、气喘、咯血、胸痛等肺系疾患。
4、消渴，小便频数，便秘。
5、月经不调。
6、腰脊痛，下肢厥冷，内踝肿痛。"
太溪穴的刺法？,直刺0.5~1寸。
太溪穴属于哪一条经络？,足少阴肾经，输穴；原穴。
大钟穴的定位？,在跟区，内踝后下方，跟骨上缘，跟腱附着部前缘凹陷中。
大钟大钟穴的主治？,"1、痴呆。
2、瘾闭，遗尿，便秘。
3、月经不调。
4、咯血，气喘。
5、腰脊强痛，足跟痛。"
大钟穴的刺法？,直刺0.3~0.5寸。
大钟穴属于哪一条经络？,足少阴肾经，络穴。
水泉穴的定位？,在跟区，太溪直下1寸，跟骨结节内侧凹陷中。
水泉穴的主治？,"1、月经不调、痛经、阴挺等妇科病证。
2、小便不利，淋证，血尿。"
水泉穴的刺法？,避开桡动脉，直刺0.3~0.5寸。
水泉穴属于哪一条经络？,足少阴肾经，郄穴。
照海穴的定位？,在踝区，内踝尖下1寸，内踝下缘边际凹陷中。
照海穴的主治？,"1、失眠、癫痫等神志病证。
2、咽喉干痛、目赤肿痛等五官热性病证。
3、月经不调、痛经、带下、阴挺等妇科病证。
4、小便频数，瘫闭。"
照海穴的刺法？,直刺0.5~0.8寸。
照海穴属于哪一条经络？,足少阴肾经，八脉交会穴。
复溜穴的定位？,在小腿内侧，内踝尖上2寸，跟腱的前缘。
复溜穴的主治？,"1、水肿、汗证（无汗或多汗）等津液输布失调病证。
2、腹胀、腹泻、肠鸣等胃肠病证。
3、腰脊强痛，下肢痿痹。"
复溜穴的刺法？,直刺0.5~1寸。
复溜穴属于哪一条经络？,足少阴肾经，经穴。
交信穴的定位？,在小腿内侧，在内踝尖上2寸，胫骨内侧缘后际凹陷中；复溜前0.5寸。
交信穴的主治？,"1、月经不调、崩漏、阴挺、阴痒等妇科病证。
2、腹泻、便秘、痢疾等胃肠病证。
3、五淋。
4、疝气。"
交信穴的刺法？,直刺0.5~1寸。
交信穴属于哪一条经络？,足少阴肾经，阴跷脉之都穴。
筑宾穴的定位？,在小腿内侧，太溪直上5寸，比目鱼肌与跟腱之间。
筑宾穴的主治？,"1、癫狂。
2、疝气。
3、呕吐涎沫，吐舌。
4、小腿内侧痛。"
筑宾穴的刺法？,直刺1~1.5寸。
筑宾穴属于哪一条经络？,足少阴肾经，阴维脉之郄穴
阴谷穴的定位？,在膝后区，胭横纹上，半腱肌肌腱外侧缘。
阴谷穴的主治？,"1、癫狂。
2、阳痿、小便不利、月经不调、崩漏等泌尿生殖系统疾患。
3、膝股内侧痛。"
阴谷穴的刺法？,直刺1~1.5寸。
阴谷穴属于哪一条经络？,足少阴肾经，合穴。
横骨穴的定位？,在下腹部，脐中下5寸，前正中线旁开0.5寸。
横骨穴的主治？,"1、少腹胀痛。
2、小便不利、遗尿、遗精、阳痿等泌尿生殖系疾患。
3、疝气。"
横骨穴的刺法？,直刺1~1.5寸。
横骨穴属于哪一条经络？,足少阴肾经。
大赫穴的定位？,在下腹部，脐中下4寸，前正中线旁开0.5寸。
大赫穴的主治？,"1、遗精，阳痿。
2、阴挺、带下、月经不调等妇科病证。
3、泄泻，痢疾。"
大赫穴的刺法？,直刺1~1.5寸。
大赫穴属于哪一条经络？,足少阴肾经。
气穴穴的定位？,在下腹部，脐中下3寸，前正中线旁开0.5寸。
气穴穴的主治？,"1、月经不调，带下，不孕。
2、小便不利。
3、腹泻。
4、奔豚气。"
气穴穴的刺法？,直刺1~1.5寸。
气穴穴属于哪一条经络？,足少阴肾经。
四满穴的定位？,在下腹部，脐中下2寸，前正中线旁开0.5寸。
四满穴的主治？,"1、月经不调、崩漏、带下、产后恶露不尽等妇产科病证。
2、遗精，遗尿。
3、小腹痛，脐下积、聚、疝、疲等腹部疾患。
4、便秘，水肿。"
四满穴的刺法？,直刺1~1.5寸。利水多用灸法。
四满穴属于哪一条经络？,足少阴肾经。
中注穴的定位？,在下腹部，脐中下1寸，前正中线旁开0.5寸。
中注穴的主治？,"1、月经不调。
2、腹痛、便秘、腹泻等胃肠病证。"
中注穴的刺法？,直刺1~1.5寸。
中注穴属于哪一条经络？,足少阴肾经。
肓俞穴的定位？,在腹部，脐中旁开0.5寸。
肓俞穴的主治？,"1、腹痛绕脐、腹胀、腹泻、便秘等胃肠病证。
2、疝气。
3、月经不调。"
肓俞穴的刺法？,直刺1~1.5寸。
肓俞穴属于哪一条经络？,足少阴肾经。
商曲穴的定位？,在上腹部，脐中上2寸，前正中线旁开0.5寸。
商曲穴的主治？,"1、胃痛、腹痛、腹胀、腹泻、便秘等胃肠病证。
2、腹中积聚。"
商曲穴的刺法？,直刺1~1.5寸。
商曲穴属于哪一条经络？,足少阴肾经。
石关穴的定位？,在上腹部，脐中上3寸，前正中线旁开0.5寸。
石关穴的主治？,"1、胃痛、呕吐、腹痛、便秘等胃肠病证。
2、产后腹痛，不孕。"
石关穴的刺法？,直刺1~1.5寸。
石关穴属于哪一条经络？,足少阴肾经。
阴都穴的定位？,在上腹部，脐中上4寸，前正中线旁开0.5寸。
阴都穴的主治？,胃痛、腹胀、便秘等胃肠病证。
阴都穴的刺法？,直刺1~1.5寸。
阴都穴属于哪一条经络？,足少阴肾经。
腹通谷穴的定位？,在上腹部，脐中上5寸，前正中线旁开0.5寸。
腹通谷穴的主治？,"1、腹痛、腹胀、胃痛、呕吐等胃肠病证。
2、心痛、心悸、胸痛等心胸病证。"
腹通谷穴的刺法？,直刺0.5~0.8寸。
腹通谷穴属于哪一条经络？,足少阴肾经。
幽门穴的定位？,在上腹部，脐中上6寸，前正中线旁开0.5寸。
幽门穴的主治？,腹痛、善啰、呕吐、腹胀、腹泻等胃肠病证。
幽门穴的刺法？,直刺0.5~0.8寸，不可向上深刺，以免伤及内脏。
幽门穴属于哪一条经络？,足少阴肾经。
步廊穴的定位？,在胸部，第5肋间隙，前正中线旁开2寸。
步廊穴的主治？,"1、胸痛、咳嗽、气喘等胸肺病证。
2、乳痈。"
步廊穴的刺法？,斜刺或平刺0.5~0.8寸，不可向上深刺，以免伤及心、肺。
步廊穴属于哪一条经络？,足少阴肾经。
神封穴的定位？,在胸部，第4肋间隙，前正中线旁开2寸。
神封穴的主治？,"1、胸胁支满、咳嗽、气喘等胸肺疾患。
2、乳痈。
3、呕吐，不嗜食。"
神封穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及心、肺。
神封穴属于哪一条经络？,足少阴肾经。
灵墟穴的定位？,在胸部，第3肋间隙，前正中线旁开2寸。
灵墟穴的主治？,"1、胸胁支满、咳嗽、气喘等胸肺疾患。
2、乳痈。
3、呕吐。"
灵墟穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及心、肺。
灵墟穴属于哪一条经络？,足少阴肾经。
神藏穴的定位？,在胸部，第2肋间隙，前正中线旁开2寸。
神藏穴的主治？,"1、胸胁支满、咳嗽、气喘等胸肺疾患。
2、呕吐，不嗜食。"
神藏穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及心、肺。
神藏穴属于哪一条经络？,足少阴肾经。
彧中穴的定位？,在胸部，第1肋间隙，前正中线旁开2寸。
彧中穴的主治？,咳嗽、气喘、胸胁支满、痰涌等肺系病证。
彧中穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及心、肺。
彧中穴属于哪一条经络？,足少阴肾经。
俞府穴的定位？,在胸部，锁骨下缘，前正中线旁开2寸。
俞府穴的主治？,咳嗽、气喘、胸痛等胸肺疾患。
俞府穴的刺法？,斜刺或平刺0.5~0.8寸，不可深刺，以免伤及心、肺。
俞府穴属于哪一条经络？,足少阴肾经。
手厥阴心包经的循行原文？,《灵枢．经脉》：心主手厥阴心包络之脉，起于胸中，出属心包络，下膈，历络三焦。其支者，循胸出胁，下腋三寸，上抵腋下，循臑内，行太阴、少阴之间，入肘中，下臂，行两筋之间，入掌中，循中指，出其端。其支者，别掌中，循小指次指出其端。
手厥阴心包经的主治？,"1、心胸、神志病：心痛，心悸，心烦，胸闷，癫狂痫等。
2、胃腑病证：胃痛，呕吐等。
3、经脉循行部位的其他病证：上臂内侧痛，肘、臂、腕挛痛，掌中热等。"
手厥阴心包经有多少个穴位？,左右各9穴，分别为天池、天泉、曲泽、郄门、间使、内关、大陵、劳宫、中冲。
手厥阴心包经的起止点？,起于天池，止于中冲。
天池穴的定位？,在胸部，第4肋间隙，前正中线旁开5寸。
天池穴的主治？,"1、咳嗽、痰多、胸闷、气喘、胸痛等心肺病证。
2、腋肿，乳痈，乳少。
3、療病。"
天池穴的刺法？,斜刺或平刺0.3~0.5寸，不可深刺，以免伤及心、肺。
天池穴属于哪一条经络？,手厥阴心包经。
天泉穴的定位？,在臂前区，腋前纹头下2寸，肱二头肌的长、短头之间。
天泉穴的主治？,"1、心痛、咳嗽、胸胁胀满等心肺病证。
2、胸背及上臂内侧。"
天泉穴的刺法？,直刺1~1.5寸。
天泉穴属于哪一条经络？,手厥阴心包经。
曲泽穴的定位？,在肘前区，肘横纹上，肱二头肌腱的尺侧缘凹陷中。
曲泽穴的主治？,"1、心痛、心悸、善惊等心系病证。
2、胃痛、呕血、呕吐等胃腑病证。
3、暑热病。
4、肘臂挛痛，上肢颤动。"
曲泽穴的刺法？,直刺1~1.5寸；或点刺出血。
曲泽穴属于哪一条经络？,手厥阴心包经，合穴。
郄门穴的定位？,在前臂前区，腕掌侧远端横纹上5寸，掌长肌腱与桡侧腕屈肌腱之间。
郄门穴的主治？,"1、急性心痛、心悸、心烦、胸痛等心胸病证。
2、咯血、呕血、邮血等热性出血证。
3、疗疮。
4、癫痫。"
郄门穴的刺法？,直刺0.5~1寸。
郄门穴属于哪一条经络？,手厥阴心包经，郄穴。
间使穴的定位？,在前臂前区，腕掌侧远端横纹上3寸，掌长肌腱与桡侧腕屈肌腱之间。
间使穴的主治？,"1、心痛、心悸等心系病证。
2、胃痛、呕吐等胃腑病证。
3、热病，疟疾。
4、癫狂痫。
5、腋肿，肘、臂、腕挛痛。"
间使穴的刺法？,直刺0.5~1寸。
间使穴属于哪一条经络？,手厥阴心包经，经穴。
内关穴的定位？,在前臂前区，腕掌侧远端横纹上2寸，掌长肌腱与桡侧腕屈肌腱之间。
内关穴的主治？,"1、心痛、胸闷、心动过速或过缓等心系病证。
2、胃痛、呕吐、呃逆等胃腑病证。
3、中风，偏瘫，眩晕，偏头痛。
4、失眠、郁证、癫狂痫等神志病证。
5、肘、臂、腕挛痛。"
内关穴的刺法？,直刺0.5~1寸。
内关穴属于哪一条经络？,手厥阴心包经，络穴；八脉交会穴。
大陵穴的定位？,在腕前区，腕掌侧远端横纹中，掌长肌腱与桡侧腕屈肌腱之间。
大陵穴的主治？,"1、心痛，心悸，胸胁满痛。
2、胃痛、呕吐、口臭等胃腑病证。
3、喜笑悲恐、癫狂痫等神志疾患。
4、臂、手挛痛。"
大陵穴的刺法？,直刺0.3~0.5寸。
大陵穴属于哪一条经络？,手厥阴心包经，输穴；原穴。
劳宫穴的定位？,在掌区，横平第3掌指关节近端，第2、3掌骨之间偏于第3掌骨。
劳宫穴的主治？,"1、中风昏迷、中暑等急症。
2、心痛、烦闷、癫狂痫等心与神志病证。
3、口疮，口臭。
4、鹅掌风。"
劳宫穴的刺法？,直刺0.3~0.5寸。
劳宫穴属于哪一条经络？,手厥阴心包经，荥穴。
中冲穴的定位？,在手指，中指末端最高点。
中冲穴的主治？,"1、中风昏迷、舌强不语、中暑、昏厥、小儿惊风等急症。
2、热病，舌下肿痛。
3、小儿夜啼。"
中冲穴的刺法？,浅刺0.1寸；或点刺出血。
中冲穴属于哪一条经络？,手厥阴心包经，井穴。
手少阳三焦经的循行原文？,三焦手少阳之脉，起于小指次指之端，上出两指之间，循手表腕，出臂外两骨之间，上贯肘，循臑外上肩，而交出足少阳之后，入缺盆，布膻中，散络心包，下膈，遍属三焦。其支者，从膻中，上出缺盆，上项，系耳后，直上出耳上角，以屈下颊至。其支者，从耳后入耳中，出走耳前，过客主人前，交颊，至目锐眦。
手少阳三焦经的主治？,"1、头面五官病：头、目、耳、颊、咽喉病等。
2、热病：热病汗出。
3、经脉循行部位的其他病证：胸胁痛，肩臂外侧痛，上肢挛急、麻木、不遂等。"
手少阳三焦经有多少个穴位？,左右各23穴，分别为关冲、液门、中渚、阳池、外关、支沟、会宗、三阳络、四渎、天井、清冷渊、消泺、臑会、肩髎、天髎、天牖、翳风、瘈脉、颅息、角孙、耳门、耳和髎、丝竹空。
手少阳三焦经的起止点？,起于关冲，止于丝竹空。
关冲穴的定位？,在手指，第4指末节尺侧，指甲根角侧上方0.1寸。
关冲穴的主治？,"1、头痛、目赤、耳鸣、耳聋、喉痹、舌强等头面五官病证。
2、热病，中暑。"
关冲穴的刺法？,浅刺0.1寸；或点刺出血。
关冲穴属于哪一条经络？,手少阳三焦经，井穴。
液门穴的定位？,在手背部，当第4、5指间，指蹼缘上方赤白肉际凹陷中。
液门穴的主治？,"1、头痛、目赤、耳鸣、耳聋、喉痹等头面五官热性病证。
2、疟疾。
3、手臂痛。"
液门穴的刺法？,直刺0.3~0.5寸。
液门穴属于哪一条经络？,手少阳三焦经，荥穴。
中渚穴的定位？,在手背，第4、5掌骨间，第4掌指关节近端凹陷中。
中渚穴的主治？,"1、头痛、目赤、耳鸣、耳聋、喉痹等头面五官病证。
2、热病，疟疾。
3、肩背肘臂酸痛，手指不能屈伸。"
中渚穴的刺法？,直刺0.3~0.5寸。
中渚穴属于哪一条经络？,手少阳三焦经，输穴。
阳池穴的定位？,在腕后区，腕背侧远端横纹上，指伸肌腱的尺侧缘凹陷中。
阳池穴的主治？,"1、目赤肿痛、耳聋、喉痹等五官病证。
2、消渴，口干。
3、腕痛，肩臂痛。"
阳池穴的刺法？,直刺0.3~0.5寸。
阳池穴属于哪一条经络？,手少阳三焦经，原穴。
外关穴的定位？,在前臂后区，腕背侧远端横纹上2寸，尺骨与桡骨间隙中点。
外关穴的主治？,"1、热病。
2、头痛、目赤肿痛、耳鸣、耳聋等头面五官病证。
3、瘰疬。
4、胁肋痛。
5、上肢痿痹不遂。"
外关穴的刺法？,直刺0.5~1寸。
外关穴属于哪一条经络？,手少阳三焦经，络穴；八脉交会穴
支沟穴的定位？,在前臂后区，腕背侧远端横纹上3寸，尺骨与桡骨间隙中点。
支沟穴的主治？,"1、耳聋，耳鸣，暴暗。
2、胁肋痛。
3、便秘。
4、瘰疬。
5、热病。"
支沟穴的刺法？,直刺0.5~1寸。
支沟穴属于哪一条经络？,手少阳三焦经，经穴。
会宗穴的定位？,在前臂后区，腕背侧远端横纹上3寸，尺骨的桡侧缘。
会宗穴的主治？,"1、耳鸣，耳聋。
2、手臂痛。"
会宗穴的刺法？,直刺0.5~1寸。
会宗穴属于哪一条经络？,手少阳三焦经，郄穴。
三阳络穴的定位？,在前臂后区，腕背侧远端横纹上4寸，尺骨与桡骨间隙中点。
三阳络穴的主治？,"1、耳聋、暴暗、齿痛等五官病证。
2、手臂痛。"
三阳络穴的刺法？,直刺0.5~1寸。
三阳络穴属于哪一条经络？,手少阳三焦经。
四渎穴的定位？,在前臂后区，肘尖下5寸，尺骨与桡骨间隙中点。
四渎穴的主治？,"1、耳聋、暴暗、齿痛、咽喉肿痛等五官病证。
2、手臂痛。"
四渎穴的刺法？,直刺0.5~1寸。
四渎穴属于哪一条经络？,手少阳三焦经。
天井穴的定位？,在肘后区，肘尖上1寸凹陷中。
天井穴的主治？,"1、耳聋。
2、癫痫。
3、瘰疬，瘿气。
4、偏头痛，胁肋痛，颈项肩臂痛。
5、肘劳。"
天井穴的刺法？,直刺0.5~1寸。
天井穴属于哪一条经络？,手少阳三焦经，合穴。
清泠渊穴的定位？,在臂后区，肘尖与肩峰角连线上，肘尖上2寸。
清泠渊穴的主治？,头痛，目痛，胁痛，肩臂痛。
清泠渊穴的刺法？,直刺0.8~1.2寸。
清泠渊穴属于哪一条经络？,手少阳三焦经。
消泺穴的定位？,在臂后区，肘尖与肩峰角连线上，肘尖上5寸。
消泺穴的主治？,头痛，齿痛，项背痛。
消泺穴的刺法？,直刺1~1.5寸。
消泺穴属于哪一条经络？,手少阳三焦经。
臑会穴的定位？,在臂后区，肩峰角下3寸，三角肌的后下缘。
臑会穴的主治？,"1、瘰疬，瘿气。
2、上肢痹痛。"
臑会穴的刺法？,直刺1~1.5寸。
臑会穴属于哪一条经络？,手少阳三焦经。
肩髎穴的定位？,在三角肌区，肩峰角与肱骨大结节两骨间凹陷中。
肩髎穴的主治？,臂痛，肩重不能举。
肩髎穴的刺法？,向肩关节直刺1~1.5寸。
肩髎穴属于哪一条经络？,手少阳三焦经。
天髎穴的定位？,在肩胛区，肩胛骨上角骨际凹陷中。
天髎穴的主治？,肩臂痛，颈项强急。
天髎穴的刺法？,直刺0.5~1寸。
天髎穴属于哪一条经络？,手少阳三焦经。
天牖穴的定位？,在颈部，横平下颌角，胸锁乳突肌的后缘凹陷中。
天牖穴的主治？,"1、头痛、头眩、项强、视物不清、暴聋、鼻衄、喉痹等头项、五官病证。
2、瘰疬。
3、颈项强痛。"
天牖穴的刺法？,直刺0.5~1寸。
天牖穴属于哪一条经络？,手少阳三焦经。
翳风穴的定位？,在颈部，耳垂后方，乳突下端前方凹陷中。
翳风穴的主治？,"1、耳鸣、耳聋等耳疾。
2、口眼歪斜、面痛、牙关紧闭、颊肿等面口病证。
3、瘰疬。"
翳风穴的刺法？,直刺0.5~1寸。
翳风穴属于哪一条经络？,手少阳三焦经。
瘈脉穴的定位？,在头部，乳突中央，角孙与翳风沿耳轮弧形连线的上2/3与下1/3的交点处。
瘈脉穴的主治？,"1、头痛。
2、耳鸣，耳聋。
3、小儿惊风。"
瘈脉穴的刺法？,平刺0.3~0.5寸；或点刺静脉出血。
瘈脉穴属于哪一条经络？,手少阳三焦经。
颅息穴的定位？,在头部，角孙与翳风沿耳轮弧形连线的上1/3与下2/3的交点处。
颅息穴的主治？,"1、头痛。
2、耳鸣，耳聋。
3、小儿惊风。"
颅息穴的刺法？,平刺0.3~0.5寸。
颅息穴属于哪一条经络？,手少阳三焦经。
角孙穴的定位？,在头部，耳尖正对发际处。
角孙穴的主治？,"1、头痛，项强。
2、炸腮，齿痛。
3、目翳，目赤肿痛。"
角孙穴的刺法？,平刺0.3~0.5寸。
角孙穴属于哪一条经络？,手少阳三焦经。
耳门穴的定位？,在耳区，耳屏上切迹与下颌骨课突之间的凹陷中。
耳门穴的主治？,"1、耳鸣、耳聋、婷耳等耳疾。
2、齿痛，颈领痛。"
耳门穴的刺法？,微张口，直刺0.5~1寸。
耳门穴属于哪一条经络？,手少阳三焦经。
耳和髎穴的定位？,在头部，鬓发后缘，耳郭根的前方，颗浅动脉的后缘。
耳和髎穴的主治？,"1、头痛，耳鸣。
2、牙关紧闭，口歪。"
耳和髎穴的刺法？,避开动脉，平刺0.3~0.5寸。
耳和髎穴属于哪一条经络？,手少阳三焦经。
丝竹空穴的定位？,在面部，眉梢凹陷中。注：瞳子醪直上。
丝竹空穴的主治？,"1、癫痫。
2、头痛、目眩、目赤肿痛、眼睑睛动等头目病证。
3、齿痛。"
丝竹空穴的刺法？,平刺0.3~0.5寸。
丝竹空穴属于哪一条经络？,手少阳三焦经。
足少阳胆经的循行原文？,胆足少阳之脉，起于目锐眦，上抵头角，下耳后，循颈，行手少阳之前，至肩上，却交出手少阳之后，入缺盆。其支者，从耳后入耳中，出走耳前，至目锐眦后。其支者，别锐眦，下大迎，合于手少阳，抵于?，下加颊车，下颈，合缺盆，以下胸中，贯膈，络肝，属胆，循胁里，出气街，绕毛际，横入髀厌中。其直者，从缺盆下腋，循胸，过季胁，下合髀厌中。以下循髀阳，出膝外廉，下外辅骨之前，直下抵绝骨之端，下出外踝之前，循足跗上，入小指次指之间。其支者，别跗上，入大指之间，循大指歧骨内，出其端，还贯爪甲，出三毛。
足少阳胆经的主治？,"1、头面五官病：侧头、目、耳、咽喉病等。
2、肝胆病：黄疸、口苦、胁痛等。
3、热病、神志病： 发热、癫狂等。
4、经脉循行部位的其他病证：下肢痹痛、麻木、不遂等。"
足少阳胆经有多少个穴位？,左右各44穴，分别为瞳子髎、听会、上关、颔厌、悬颅、悬厘、曲鬓、率谷、天冲、浮白、头窍阴、完骨、本神、阳白、头临泣、目窗、正营、承灵、脑空、风池、肩井、渊腋、辄筋、日月、京门、带脉、五枢、维道、居髎、环跳、风市、中渎、膝阳关、阳陵泉、阳交、外丘、光明、阳辅、悬钟、丘墟、足临泣、地五会、侠溪、足窍阴。
足少阳胆经的起止点？,起于瞳子髎，止于足窍阴。
瞳子髎穴的定位？,在面部，目外眦外侧0.5寸凹陷中。
瞳子髎穴的主治？,"1、头痛。
2、目赤肿痛、羞明流泪、目翳等目疾。"
瞳子髎穴的刺法？,平刺0.3~0.5寸；或用三棱针点刺出血。
瞳子髎穴属于哪一条经络？,足少阳胆经。
听会穴的定位？,在面部，耳屏间切迹与下颌骨课突之间的凹陷中。
听会穴的主治？,"1、耳鸣、耳聋、婷耳等耳疾。
2、齿痛、面痛、口眼歪斜等面口病证。"
听会穴的刺法？,微张口，直刺0.5~0.8寸。
听会穴属于哪一条经络？,足少阳胆经。
上关穴的定位？,在面部，颧弓上缘中央凹陷中。
上关穴的主治？,"1、耳鸣、耳聋、婷耳等耳疾。
2、齿痛、面痛、口眼歪斜、口噤等面口病证。
3、癫狂痫。"
上关穴的刺法？,直刺0.3~0.5寸。
上关穴属于哪一条经络？,足少阳胆经。
颔厌穴的定位？,在头部，从头维至曲鬓的弧形连线的上1/4与下3/4交点处。
颔厌穴的主治？,"1、偏头痛，眩晕。
2、惊痫。
3、耳鸣、目外眦痛、齿痛等五官病证。"
颔厌穴的刺法？,平刺0.5~0.8寸。
颔厌穴属于哪一条经络？,足少阳胆经。
