question,answer
“灸法”之温针灸？,温针灸毫针留针时在针柄上置以艾绒（或艾条段）施灸的方法，称为温针灸。操作时，先将毫针刺入腧穴，得气并施行适当的补泻手法后，将针留在适当的深度，再将纯净细软的艾绒包裹于针尾，或将2～3cm长的艾条段直接插在针柄上，点燃施灸，待艾绒或艾条燃尽后除去灰烬，将针取出。应用时须注意防止艾火脱落烧伤皮肤。此法将针刺与艾灸结合应用，适用于既需要留针而又适宜用艾灸的病证。
“灸法”之温灸器灸？,温灸器灸温灸器又称灸疗器，指专门用于施灸的器具。临床常用的温灸器有灸架、灸盒和灸筒。用温灸器施灸的方法称为温灸器灸。施灸时，将艾绒或艾条装入温灸器，点燃后置于腧穴或应灸部位进行熨灸，以所灸部位的皮肤红晕为度。具有调和气血、温中散寒的作用，临床需要灸治者，一般均可应用，对小儿、妇女及畏灸者尤为适宜。
“非艾灸法”之灯火灸？,灯火灸又称灯草灸、油捻灸，是民间沿用已久的简便灸法。用灯心草一根，以麻油浸之，燃着后对准穴位或患处，迅速点灸皮肤，一触即起，接触皮肤时会伴有“叭”的爆焠声，如无爆焠声可重复一次。注意燃火前用软绵纸吸去灯心草上的浮油，以防止点火后油滴烫伤皮肤。灸后皮肤出现黄褐色斑点或斑块，偶尔会起小疱。此法主要用于治疗小儿痄腮、乳蛾、吐泻、麻疹、惊风等病证。
“非艾灸法”之天灸？,天灸是将一些具有刺激性的药物涂敷于穴位或患处，使局部充血、起疱，犹如灸疮，故名天灸，又称药物灸、发疱灸。常用中药有白芥子、细辛、大蒜、斑蝥等。
“天灸”天灸之白芥子灸？,白芥子灸将白芥子适量，研为细末，用水调成糊状，贴敷于穴位或患处，以活血止痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。一般可用于治疗咳喘、关节痹痛、口眼歪斜等症。
“天灸”天灸之细辛灸？,细辛灸取细辛适量，研为细末，加醋少许，调成糊状，敷于穴位或患处，以活血止痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。可敷涌泉或神阙穴治小儿口腔炎等。
“天灸”天灸之蒜泥灸？,蒜泥灸将大蒜捣烂如泥，取3～5g贴敷于穴位或患处，以活血止痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。如敷涌泉穴治疗咯血、鼻衄，敷合谷穴治疗乳蛾，敷鱼际穴治疗喉痹等。
“天灸”天灸之斑蝥灸？,斑蝥灸将芫青科昆虫南方大斑蝥或黄黑小斑蝥的干燥全虫研末，用醋或甘油、乙醇等调和。使用时先取胶布一块，中间剪一小孔（如黄豆大），对准应灸部位粘贴，将斑蝥粉少许置于孔中，上面再贴一层胶布固定，以局部起疱为度。可治疗癣痒等症。
“灸法”之灸感？,灸感是指施灸时患者的自我感觉。由于灸法主要是靠灸火直接或间接地在体表施以适当的温热刺激来达到治病和保健的作用，除瘢痕灸外，一般以患者感觉灸处局部皮肤及皮下温热或有灼痛为主，温热刺激可直达深部，经久不消，或可出现循经感传现象。
“灸法”之补泻？,艾灸的补泻，始载于《内经》。《灵枢·背腧》说：“气盛则泻之，虚则补之。以火补者，毋吹其火，须自灭也。以火泻者，疾吹其火，传其艾，须其火灭也。”灸法的补泻亦需根据辨证施治的原则，虚证用补法，实证用泻法。艾灸补法，无须以口吹艾火，让其自然缓缓燃尽为止，以补其虚；艾灸泻法，应当快速吹艾火至燃尽，使艾火的热力迅速透达穴位深层，以泻邪气。
“灸法”之施治先后顺序？,对于施灸的先后顺序古人有明确的论述，如《备急千金要方·灸例第六》说：“凡灸，当先阳后阴……先上后下。”《明堂灸经》也指出：“先灸上，后灸下；先灸少，后灸多。”就是说应先灸阳经，后灸阴经；先灸上部，再灸下部；就壮数而言，先灸少而后灸多；就大小而言，先灸艾炷小者而后灸大者。上述施灸的顺序是指一般的规律，不能拘泥不变。如脱肛的灸治，则应先灸长强以收肛，后灸百会以举陷，便是先灸下而后灸上。此外，施灸应注意在通风环境中进行。
“灸法”之注意事项？,"1.面部穴位、乳头、大血管等处均不宜使用直接灸，以免烫伤形成瘢痕。关节活动部位亦不适宜用化脓灸，以免化脓溃破，不易愈合，甚至影响功能活动。
2.一般空腹、过饱、极度疲劳和对灸法恐惧者，应慎施灸。
3.孕妇的腹部和腰骶部不宜施灸。
4.施灸过程要防止燃烧的艾绒脱落烧伤皮肤和衣物。
5.灸后的处理：施灸过量，时间过长，局部会出现水疱，只要不擦破，可任其自然吸收，如水疱较大，可用消毒毫针刺破，放出水液，再涂以烫伤油或消炎药膏等。瘢痕灸者，在灸疮化脓期间，要保持局部清洁，并用敷料保护灸疮，以防感染；若灸疮脓液呈黄绿色或有渗血现象者，可用消炎药膏或玉红膏涂敷。"
透天凉是什么手法？,透天凉是针灸中的复式补泻手法，操作手法为：将穴位的可刺深度分为浅、中、深三层（天、人、地三部），先浅后深，每层各做紧按慢提（或用捻转补法）九数，然后退回至浅层，称为一度。如此反复操作数度，再将针按至深层留针。在操作过程中，可配合呼吸补泻中的补法，出针时按压针孔。多用于治疗顽麻冷痹、虚寒性疾病等。
烧山火是什么手法,烧山火是针灸中的复式补泻手法，操作手法为：针刺入后直插深层，按深、中、浅的顺序，在每一层中紧提慢按（或用捻转泻法）六数，称为一度。如此反复操作数度，将针紧提至浅层留针。在操作过程中，可配合呼吸补泻中的泻法，出针时摇大针孔而不按压。多用于治疗热痹、急性痈肿等实热性疾病。
非艾灸法有哪些,"非艾灸法有：1.灯火灸 又称灯草灸、油捻灸，是民间沿用已久的简便灸法。用灯心草一根，以麻油浸之，燃着后对准穴位或患处，迅速点灸皮肤，一触即起，接触皮肤时会伴有“叭”的爆焠声，如无爆焠声可重复一次。注意燃火前用软绵纸吸去灯心草上的浮油，以防止点火后油滴烫伤皮肤。灸后皮肤出现黄褐色斑点或斑块，偶尔会起小疱。此法主要用于治疗小儿痄腮、乳蛾、吐泻、麻疹、惊风等病证。
2. 天灸 是将一些具有刺激性的药物涂敷于穴位或患处，使局部充血、起疱，犹如灸疮，故名天灸，又称药物灸、发疱灸。常用中药有白芥子、细辛、大蒜、斑蝥等。（1）白芥子灸 将白芥子适量，研为细末，用水调成糊状，贴敷于穴位
或患处，以活血止痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。一般可用于治疗咳喘、关节痹痛、口眼歪斜等症。（2）细辛灸 取细辛适量，研为细末，加醋少许，调成糊状，敷于穴位或患处，以活血止痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。可敷涌泉或神阙穴治小儿口腔炎等。（3）蒜泥灸 将大蒜捣烂如泥，取3～5g贴敷于穴位或患处，以活血止 痛膏固定。贴敷1～3小时，以局部皮肤灼热疼痛为度。如敷涌泉穴治疗咯血、鼻衄，敷合谷穴治疗乳蛾，敷鱼际穴治疗喉痹等。（4）斑蝥灸 将芫青科昆虫南方大斑蝥或黄黑小斑蝥的干燥全虫研末，用醋或甘油、乙醇等调和。使用时先取胶布一块，中间剪一小孔（如黄豆大），对准应灸部位粘贴，将斑蝥粉少许置于孔中，上面再贴一层胶布固定，以局部起疱为度。可治疗癣痒等症。"
