index,content
重症肌无力的定义,重症肌无力是神经肌肉接头传递障碍所致的慢性疾病。临床多起病隐 匿，表现为一部分或全身骨骼肌异常容易疲劳，经休息或用抗胆碱酯酶 药物后症状减轻或消失。最初常为一侧或两侧眼睑下垂，于傍晚疲劳时 出现，伴有复视，1～2年内可逐步累及延髓肌、面肌、颈肌和四肢骨骼 肌。 本病归属中医学“痿证”范畴。本病病位在脾、胃，与肝、肾有关。基本 病机是脾胃气虚，气血运化之源不足，肌肉失养。
重症肌无力的治法,重症肌无力治法 补益正气，活血通络。以背俞穴、手足阳明经穴及局部选穴为主。
重症肌无力的主穴有,在针灸治疗中，重症肌无力主要选取的穴位为：肺俞 脾俞 胃俞 肝俞 肾俞 气海 足三里 三阴交 合谷 太冲
重症肌无力配穴有,在针灸治疗中，重症肌无力可以选用的配穴为：眼睑下垂、斜视、复视配阳白、攒竹、丝竹空、瞳子髎；声音低微、嘶哑、饮水呛咳配廉泉、扶突；下颌下垂、无力闭合配颊车、下关；呼吸困难、咳嗽无力配大椎、身柱；肢体无力配肩髃、曲池、梁丘、解溪。
重症肌无力的方义是,重症肌无力选穴的方义是肺俞、脾俞、胃俞、肝俞、肾俞补益五脏，强壮筋骨；气海、足三里、三阴交、合谷补益气血、濡养筋脉；太冲行气通络。
重症肌无力的操作方法,重症肌无力操作 进针得气后，太冲施以毫针泻法，余穴施以毫针补法，每日或隔日治疗1次。
重症肌无力的其他治疗方法,（1）穴位注射 选穴参考基本治疗。用维生素B1、B12注射液，每次选3 ～6个腧穴，每穴注入药液0.5～1mL，每日或隔日治疗1次。 （2）电针法 选取相应节段夹脊穴。选用疏波，正极在上，负极在下， 电流强度以患者耐受为度，留针20分钟，隔日治疗1次。
重症肌无力针灸治疗的注意事项,针灸治疗本病有较好的疗效，近期疗效较为明显，远期疗效尚可。由于 本病属慢性疾病，难以速愈，需长期治疗。
脊髓空洞症的定义,脊髓空洞症是一种慢性进行性的脊髓变性疾病。由于脊髓内空洞形成和 胶质增生，临床表现为受损节段分布区的分离性感觉障碍、下运动神经 元损害及营养障碍，后期空洞扩大可出现感觉束与锥体束损害症状。典 型表现为分离性感觉障碍，即单侧或双侧上肢或躯体上半部痛、温觉消 失，但触、压、深感觉正常，可呈节段性分布。运动障碍表现为早期一 侧或双侧手部小肌肉及前臂尺侧肌肉无力、进行性萎缩，逐渐涉及上肢 其他肌肉。营养障碍症状为病损平面皮肤变硬、变厚、粗糙，无汗或多 汗，指甲变脆。 本病归属中医学“痿证”“痹证”范畴。本病病位在肾，与肝肾有关。基本 病机是肝肾亏损，骨髓失养。
脊髓空洞症的治法,脊髓空洞症治法 补益肝肾，行气活血。以督脉及足太阳经、手足阳明经穴为主。
脊髓空洞症的主穴有,在针灸治疗中，脊髓空洞症主要选取的穴位为：风池 天柱 相应夹脊穴 大椎 风府 至阳 命门 后溪 太溪 曲池 合谷足三里 三阴交 外关
脊髓空洞症配穴有,在针灸治疗中，脊髓空洞症可以选用的配穴为：肢体麻木不仁加肝俞、肾俞、脾俞、手三里、阳陵泉、丰隆；吞咽困难加廉泉、照海。
脊髓空洞症的方义是,脊髓空洞症选穴的方义是风池、天柱、相应夹脊穴属局部取穴，可疏调局部经筋气血；大椎、风府、至阳、命门属督脉穴，后溪为八脉交会穴，通于督脉，太溪为肾经输穴，也是原穴，诸穴合用可强督脉、填精髓；曲池、合谷、足三里、三阴交可调阳明经气血，补气养血；外关可通调三阳经，祛邪通络。
脊髓空洞症的操作方法,脊髓空洞症操作 每次选用5～10个穴位，得气后，施以毫针补法，隔日治疗1次。
脊髓空洞症的其他治疗方法,（1）电针法 相应节段夹脊穴。选用疏波，正极在上，负极在下，电流 强度以患者耐受为度，留针20分钟，隔日治疗1次。 （2）穴位注射 选穴参考基本治疗。用维生素B1、B12注射液，每次选3 ～6个腧穴，每穴注入药液0.5～1mL，每日或隔日治疗1次。
脊髓空洞症针灸治疗的注意事项,脑底粘连性蛛网膜炎、外伤、髓内肿瘤、脊髓蛛网膜炎等可导致继发性 空洞，需注意鉴别，重视原发病的治疗。
面痛的定义,面痛是以眼、面颊部出现放射性、烧灼样抽掣疼痛为主症的病证，又 称“面风痛”“面颊痛”。多发于40岁以上，女性多见。其发生与外感邪 气、情志不调、外伤等因素有关。本病病位在面部，与手、足三阳经密 切相关。基本病机是气血阻滞，不通则痛。 本病相当于西医学的三叉神经痛，是临床上典型的神经痛。三叉神经分 眼支（第1支）、上颌支（第2支）和下颌支（第3支），第2支、第3支 同时发病者多见。
面痛的具体表现,面痛主症 面部疼痛突然发作，呈闪电样、刀割样、针刺样、电灼样剧烈疼痛，痛时面部肌肉抽搐，伴面部潮红、流泪、流涎、流涕等，常因说话、吞咽、刷牙、洗脸、冷刺激、情绪变化等诱发。持续数秒到数分钟。发作次数不定，间歇期无症状。面痛主要发生在眼部，属足太阳经证；面痛主要发生在上颌、下颌部，属手、足阳明和手太阳经证。
面痛的治法,面痛治法 疏通经络，活血止痛。以局部穴和手、足阳明经穴为主。
面痛的主穴有,在针灸治疗中，面痛主要选取的穴位为：四白 下关 地仓 合谷 太冲 内庭
面痛配穴有,在针灸治疗中，面痛可以选用的配穴为：眼部疼痛配攒竹、阳白；上颌部疼痛配巨髎、颧髎；下颌部疼痛配夹承浆、颊车。
面痛的方义是,面痛选穴的方义是四白、下关、地仓疏通面部经络；合谷、太冲分属手阳明、足厥阴经，两经均循行于面部，两穴相配为“开四关”，可祛风通络止痛；内庭为足阳明经荥穴，与面部腧穴相配，疏通阳明经气血。
面痛的操作方法,面痛操作 毫针泻法。面部诸穴可透刺，但刺激强度不宜过大。针刺时宜先取远端穴，可用重刺激，局部穴位在急性发作期宜轻刺。
面痛的其他治疗方法,（1）耳针法 面颊、颌、额、神门。毫针刺，或用埋针法、压丸法。 （2）刺络拔罐法 颊车、地仓、颧髎。三棱针点刺后拔罐，隔日1次。 （3）皮内针法 在面部寻找扳机点，埋针。
面痛针灸治疗的注意事项,1.面痛是一种顽固难治病证，针刺治疗有一定的止痛效果。针刺对原发 性三叉神经痛有很好的治疗作用，对继发性三叉神经痛要查明原因，针 对病因治疗。治疗期间，忌食生冷辛辣刺激性食物，避免情绪过激、精 神紧张。 2.发作期，局部痛甚者，可用火针速刺。 3.针灸可直接刺激传导痛觉的神经，使这类神经中的痛觉纤维传导发生 阻滞，又可使脊髓背角细胞对损害性刺激的反应受到抑制，从而更好地 起到止痛、缓解肌肉血管痉挛的作用。
感冒的定义,感冒是以鼻塞、咳嗽、头痛、恶寒发热、全身不适为主症的外感病证， 又称伤风。其发生常与风邪或时行疫毒之邪、体虚等因素有关。本病病 位在肺卫。基本病机是卫阳被遏，营卫失和，肺失宣肃。以风邪为主 因，每与当令之气（寒、热、暑湿）或非时之气（时行疫毒）夹杂为 患。 西医学中的上呼吸道感染、流行性感冒等属中医感冒范畴。
感冒的具体表现,"感冒主症 恶寒发热，头痛，鼻塞流涕，脉浮。兼见恶寒重，发热轻或不发热，无汗，鼻痒喷嚏，鼻塞声重，咳痰清稀，肢体酸楚，苔薄白，脉浮紧，为风寒感冒；微恶风寒，发热重，有
汗，鼻塞涕浊，咳痰稠或黄，咽喉肿痛，口渴，苔薄黄，脉浮数，为风热感冒。夹湿则头痛如裹，胸闷纳呆；夹暑则汗出不解，心烦口渴，小便短赤。"
感冒的治法,感冒治法 祛风解表。以手太阴、手阳明经穴为主。
感冒的主穴有,在针灸治疗中，感冒主要选取的穴位为：列缺 合谷 风池 太阳 外关
感冒配穴有,在针灸治疗中，感冒可以选用的配穴为：风寒感冒配风门、肺俞；风热感冒配曲池、大椎。夹湿者配阴陵泉；夹暑者配委中。头痛甚配印堂、头维；鼻塞甚配迎香；咽痛甚配少商；全身酸楚配身柱；体虚感冒配足三里、关元。
感冒的方义是,感冒选穴的方义是感冒为外邪侵犯肺卫所致，太阴、阳明互为表里，故取手太阴、手阳明经列缺、合谷以祛邪解表；风池、外关为足少阳经与阳维脉的交会穴，“阳维为病苦寒热”，故风池既可疏散风邪，又与太阳穴相配可清利头目。
感冒的操作方法,感冒操作 毫针刺，用泻法。配穴中足三里、关元用补法或灸法，少商、委中用点刺放血法，余穴用泻法。
感冒的其他治疗方法,（1）拔罐法 大椎、身柱、大杼、肺俞。留罐10分钟，或用闪罐法。本 法适用于风寒感冒。 （2）三棱针法 大椎、尺泽、耳尖、少商。消毒后，用三棱针点刺，使 其自然出血，大椎可加拔火罐。本法适用于风热感冒。 （3）耳针法 肺、内鼻、下屏尖、额。毫针刺，用中、强刺激。咽痛加 咽喉、扁桃体。
感冒针灸治疗的注意事项,1.针刺治疗感冒能明显改善症状，治疗期间嘱患者注意休息，多饮水， 促使发汗与利尿。 2.症见周身酸楚，行背部走罐，可加强疗效。 3.在感冒流行期，针灸足三里（双），每日1次，连续3日，有预防作 用。
