index,content
麻黄细辛附子汤方解？,【方解】方以麻黄为君，取其辛温，发汗散寒解表。以制附子为臣，取其大辛大热之性，温补阳气，助麻黄鼓邪外出。因麻黄发汗之力较峻，阳虚之人用之则恐损耗其阳，且阳虚更无力助其辛散表邪，遂与附子同用则无伤阳之弊，相辅相成，为助阳解表之常用配伍。细辛归肺肾二经，芳香气浓，性善走窜，通彻表里，既能祛风散寒以助麻黄解表，又可鼓动阳气以协附子助阳散寒，为佐助之用。三药并用，解表与温里合法，辛温并用，助阳解表，使外感风寒之邪得以表散，在里之阳气得以振奋，则阳虚外感可愈，为治表里俱寒、太少两感之剂。
麻黄细辛附子汤的运用特点？,【运用】本方为治疗阳虚外感风寒表证之基础方。以恶寒重，发热轻，神疲欲寐，脉沉为辨证要点。
麻黄细辛附子汤的鉴别？,【鉴别】麻黄细辛附子汤与再造散均用附子、细辛，皆能助阳斛表，用治阳虚外感风寒表证。但麻黄细辛附子汤药仅三味，主治阳虚感寒、太少两感之证；再造散不用麻黄，取羌、防、桂、辛及参、苠、附等助阳益气之品相合，散寒解表与助阳益气兼顾，兼具调和营卫之功，故用治阳虚气弱、复感风寒之证。
麻黄细辛附子汤的方歌？,【方歌】麻黄细辛附子汤，发表温经两法彰，若非表里相兼治，少阴反热渴能康。
加减葳蕤汤的组成？,【组成】生葳蕤二钱至三钱(9g)生葱白二枚至三枚(6g)桔梗一钱至钱半（4.5g)东自薇五分至一钱(3g)淡豆鼓三钱至四钱(12g)苏薄荷－钱至钱半(4.5g)炙草五分(1.5g)红枣二枚
加减葳蕤汤的用法？,【用法】水煎，分温再服。
加减葳蕤汤的功效？,【功用】滋阴解表。
加减葳蕤汤的主治？,【主治】阴虚外感风热证。头痛身热，微恶风寒，无汗或有汗不多，咳嗽，心烦，口渴，咽干，舌红，脉数。
加减葳蕤汤的证治机理？,【证治机理】本证由素体阴虚，外感风热所致。风热袭表，肺卫失和，故见头痛身热、微恶风寒、无汗或有汗不畅、咳嗽、口渴等症；阴虚本津液不足，又易生内热，加之感受风热外邪，故除风热袭表之见症外，尚有咽干、心烦、舌红、脉数等阴虚内热之症。对千阴虚之人复感外邪之证，因其人汗源不足，若专事解表，不仅表邪难为汗解，且更劫阴液，两全之法，唯滋阴与解表同用。阴虚津液不足，风热上袭肺卫，兼有内热是本证的病机要点，故治当滋阴清热，辛凉解表。
加减葳蕤汤方解？,【方解】方中戟龚（玉竹）甘平滋润，滋阴润燥；薄荷疏散风热、清利咽喉，为温病宜汗解者之要药(《医学衷中参西录》），二者配伍，滋阴解表，共为君药。葱白、淡豆鼓助薄荷发表散邪，用为臣药。佐以白薇清热益阴，桔梗宣肺止咳，大枣甘润养血，合白薇以滋阴液。使以甘草调和药性。诸药配伍，辛凉与甘寒合法，汗不伤阴，滋不碍邪。
加减葳蕤汤的运用特点？,【运用】本方为治疗素体阴虚，外感风热之常用方。以身热微寒，咽干口燥，舌红，苔薄白，脉数为辨证要点。
加减葳蕤汤的方歌？,【方歌】加减妓袭用白薇，豆鼓生葱桔梗随，草枣薄荷共八味，滋阴发汗此方魁。
葱白七味饮的组成？,【组成】葱白连须切，一升(9g)千葛切，六合(9g)新鼓绵裹，一合(6g)生姜切，二合(6g)生麦门冬去心，六合(9g)干地黄六合(9g)
葱白七味饮的用法？,【用法】劳水八升，此水以构扬之一千遍。上药用劳水煎之三分减二，去滓，分温三服。相去行八九里，如觉欲汗，渐渐覆之（现代用法：水煎服）。
葱白七味饮的功效？,【功用】养血解表
葱白七味饮的主治？,【主治】血虚外感风寒证。病后阴血亏虚，调摄不慎，感受外邪，或失血（吐血、便血、咳血、衄血）之后，复感风寒，头痛身热，微寒无汗。
葱白七味饮的证治机理？,【证治机理】本证因血虚之人复感风寒所致。风寒束表，邪正相争，卫阳被遏，故头痛身热、无汗，表寒不重则微寒。风寒表证，治当发汗散寒，然汗血同源，夺血者无汗，夺汗者无血(《灵枢．营卫生会篇》），仲景亦有亡血忌汗之论。血虚之人外感，只发表难以取汗，汗出又重伤阴血，故以养血解表立法。
葱白七味饮方解？,【方解】方中葱白、葛根解表散邪，共为君药。干地黄、麦冬养血滋阴，同为臣药。豆妓、生姜助君药发表散邪，俱为佐药。原方用千扬劳水煎之，取劳水之味甘体轻以养脾胃。诸药合用，发散解表与养血滋阴合法，温而不燥，汗不伤血，邪正兼顾，养血解表。
葱白七味饮的运用特点？,【运用】本方为治疗血虚外感风寒证之常用方。以头痛身热，恶寒无汗兼见血虚或有失血病史为辨证要点。服法中有药后相去行八九里，如觉欲汗，渐渐覆之，意为不可温覆过早，以免汗出过多。
葱白七味饮的鉴别？,【鉴别】葱白七味饮与加减葳蕤汤均为滋阴养血药与解表散邪药同用之方。葱白七味饮系补血药与辛温解表药并用，治血虚外感风寒证，临床以头痛身热、恶寒无汗、舌淡苔白、脉虚缓，兼见血虚或失血病史为主要依据；而加减藏龚汤是补阴药与辛解表药合用，治阴虚外感风热证，临床以身热头痛、微恶风寒、心烦口渴、舌红脉数为辨证要点。
葱白七味饮的方歌？,【方歌】葱白七味《外台》方，新鼓葛根与生姜，麦冬生地千扬水，血虚外感最相当。
大承气汤的组成？,【组成】大黄酒洗，四两(12g)厚朴去皮，炙，半斤(24g)积实炙，五枚(12g)芒硝三合(9g)
大承气汤的用法？,【用法】上四味，以水一斗，先煮二物，取五升，去滓，内大黄，更煮取二升，去滓，内芒硝，更上微火一两沸，分温再服，得下，余勿服（现代用法：水煎服。先煎积实、厚朴，后下大黄，溶服芒硝）。
大承气汤的功效？,【功用】峻下热结。
大承气汤的主治？,【主治】l．阳明腑实证。大便不通，频转矢气，院腹疮满，腹痛拒按，按之硬，甚或潮热澹语，手足溃然汗出，舌苔黄燥起刺，或焦黑燥裂，脉沉实。2．热结旁流证。下利清水，色纯青，其气臭秽，肪腹疼痛，按之坚硬有块，口舌干燥，脉滑实3．里实热证而见热厥、痉病、发狂者。
大承气汤的证治机理？,【证治机理】本证为伤寒邪传阳明之腑，入里化热，并与肠中燥屎结滞，腑气不通所致。里热结实，腑气不通，故大便不通，频转矢气，院腹疮满，腹痛拒按、按之硬，舌苔黄燥起刺或焦黑燥裂，脉实。前人将其归纳为疮、满、燥、实四字。疮，即自觉胸胱有闷塞压重感；满，是指院腹胀满，按之有抵抗；燥，是指肠中燥屎，干结不下；实，是指腹痛拒按，大便不通或下利清水而腹痛不减，以及澹语、潮热、脉实有力等。实热燥屎结于肠胃，热盛而津液耗伤。治当峻下热结，以救阴液，亦即盗底抽薪急下存阴之法。热结旁流之证，乃腑热炽盛，燥屎内结不出，迫肠中之津从旁而下所致。故旁流是现象，热结是本质。治以寒下通之，即所谓通因通用之法。邪热积滞，闭阻于内，阳盛格阴千外，而成厥逆；或伤津劫液，筋脉失养则痉；或热扰神明，心神浮越则狂。其中厥只是表象，里实热是其本质。故其厥逆的同时，必有里热实证，故当治以寒下，即所谓寒因寒用之法。痉病、发狂亦病同此因，机同此理，俱当以寒下之法治之。上述诸证虽异，然病机相同，皆因邪热积滞，阻于肠腑，故均用峻下热结之法。
大承气汤方解？,【方解】方中大黄苦寒泻热，攻积通便，荡涤肠胃邪热积滞，用为君药。芒硝咸苦而寒，泻热通便，润燥软坚，协大黄则峻下热结之力尤增，以为臣药。芒硝、大黄配伍，相须为用，芒硝先化燥屎，大黄继通地道(《古今名医方论》），既可苦寒泻下，又能软坚润燥，泻热推荡之力颇峻。积滞内阻，致使腑气不通，则内结之实热积滞，恐难速下，故本方重用厚朴亦为君药，行气消胀除满。即柯琴《伤寒来苏集》所谓：由于气之不顺，故攻积之剂必用行气之药以主之……厚朴倍大黄，是气药为君，名大承气。臣以积实下气开疮散结，助厚朴行气而除痔满。二者与大黄、芒硝相伍，泻热破气，推荡积滞，以成速泻热结之功。诚如方有执《伤寒论条辨》所云：积实，泄满也；厚朴，导滞也；芒硝，软坚也；大黄，荡热也。四药合用，辛苦通降与咸寒合法，泻下与行气并重，相辅相成，使塞者通，闭者畅，热得泄，阴得存，阳明腑实之证可愈。全方峻下行气，通导大便，以承顺胃气下行之特点而名曰承气。
大承气汤的运用特点？,【运用】本方既为治疗阳明腑实证之代表方，亦为寒下法之基础方，后世众多泻下类方剂均由此方化裁而成。以数日不大便，院腹疮满胀痛，苔黄厚而干，脉沉数有力为辨证要点。原方煎药时，先煮积实、厚朴，后下大黄，汤成去滓后溶入芒硝，是因大黄煎煮过久，减缓泻下之力。《伤寒来苏集》云：生者气锐而先行，熟者气钝而和缓。本方药力峻猛，应中病即止，慎勿过剂。
大承气汤的鉴别？,【鉴别】大承气汤、小承气汤、调胃承气汤合称三承气汤。三方均以等量大黄（四两）泻热通便，主治阳明腑实之证。但由千各方组成的药味和剂量不同，故作用同中有异。大承气汤厚朴倍大黄，先煎积实、厚朴，后下大黄，芒硝炸化，泻下与行气并重，其功峻下，主治疮、满、燥、实具备之阳明腑实重证；小承气汤，药少芒硝一味，且厚朴用量较大承气汤减少了四分之三，大黄倍厚朴，积实亦少二枚，更三味同煎，其功轻下，主治以痔、满、实为主之阳明腑实轻证；调胃承气汤用大黄、芒硝而不用积实、厚朴，且大黄与甘草同煎，取其和中调胃，下不伤正，故名调胃承气汤，主治以燥实为主之阳明热结证。调胃承气汤的服法尤有妙意，对于胃热偏盛、燥实不甚者，少与调胃承气汤，意取缓下泻热、调胃和中；对于胃热燥实者，则一剂顿服，旨在清泻燥热、承顺胃气。可见，每首方剂的组成、剂屈及煎服法不同，功用、主治亦有所区别，即药力与药性、用量、配伍、服法等因素相关。大承气汤与宣白承气汤均可用治阳明里实证。但大承气汤主治阳明腑实之痔满燥实俱全者，其泻下热结之力尤强；而宣白承气汤主治阳明里实，痰涎壅肺证，可上宣肺气，下通地道，脏腑并调。故以大黄泻下热结，用石膏、杏仁、瓜萎清热化痰，肃降肺气，旨在宣肺通肠，泻肺实而助通大便，攻热结而助降肺气。
大承气汤的方论选录？,【方论选录】伤寒阳邪入里，疮、满、燥、实、坚全俱者，急以此方主之。调胃承气汤不用积、朴者，以其不作燥、满，用之恐伤上焦虚无氝氯之元气也。小承气汤不用芒硝者，以其实而未坚，用之恐伤下焦血分之真阴，谓不伐其根也。此则上、中、下三焦皆病，帮、满、燥、实、坚皆全，故主此方以治之。厚朴苦温以去痔，积实苦寒以泄满，芒硝咸寒以润燥软坚，大黄苦寒以泄实去热。（吴峎《医方考》卷一）此苦辛通降咸以入阴法。承气者，承胃气也。盖胃之为腑，体阳而用阴，若在无病时，本系自然下降，今为邪气蟠踞于中，阻其下降之气，胃虽自欲下降而不能，非药力助之不可，故承气汤通胃结，救胃阴，仍系承胃腑本来下降之气，非有一毫私智穿凿于其间也，故汤名承气。学者若真能透彻此义，则施用承气，自无弊窦。大黄荡涤热结，芒硝入阴软坚，积实开幽门之不通，厚朴泻中宫之实满。曰大承气者，合四药而观之，可谓无坚不破，尤微不入，故曰大也。非真正实热蔽捆、气血俱结者，不可用也。（吴鞠通《温病条辨》卷二）
大承气汤的医案举例？,【医案举例】陆祖愚治顾玉严，年六十，患伤寒，服药头疼骨痛巳除，身热烦躁，兼发赤斑而狂。诊之，六脉沉数有力。目瞪直视，噤不出声，舌黑芒刺，四肢冰冷。询其大便，二十日不行。谓年虽高，脉尚有神，力任无事。投以大承气汤，目闭昏沉，咸谓决死。一二时顷腹中鸣响，去燥屎若干，诸症脱然，仅存一息，改用人参、麦冬、归、芍、苠、术调理而安。（《续名医类案》）
大承气汤的方歌？,【方歌】大承气汤用芒硝，积实厚朴大黄饶，救阴泻热功偏擅，急下阳明有数条。
大承气汤的附方小承气汤？,小承气汤（《伤寒论》）大黄酒洗，四两(12g)厚朴去皮，炙，二两(6g)积实炙，大者三枚(9g)以水四升，煮取一升二合，去滓，分温二服。初服汤，当更衣，不尔者，尽饮之。若更衣者，勿服之。
大承气汤的附方小承气汤功用？,功用：轻下热结。主治：阳明腑实证。症见澹语，便秘，潮热，胸腹疮满，舌苔老黄，脉滑而疾；或痢疾初起，腹中胀痛，里急后重等。
大承气汤的附方调胃承气汤？,"调胃承气汤（《伤寒论》）大黄去皮，清酒洗，四两(12g)甘草炙，二两(6g)芒硝半升(12g)
以水三升，煮二物至一升，去滓，内芒硝，更上微火一二沸，温顿服之，以调胃气。"
大承气汤的附方调胃承气汤功用？,功用：缓下热结。主治：阳明病，胃肠燥热证。症见大便不通，口渴心烦，蒸蒸发热，或腹中胀满，舌苔黄，脉滑数；以及胃肠热盛而致发斑吐衄，口齿咽喉肿痛等。
大承气汤的附方宣白承气汤？,宣白承气汤（《温病条辨》）生石骨五钱(15g)生大黄三钱(9g)杏仁粉二钱(6g)栝萎皮－钱五分(5g)水五杯，煮取二杯，先服一杯。不知再服。
大承气汤的附方宣白承气汤功用？,功用：泻下热结，宣肺化衱。主治：阳明温病，热结肠腑，痰热壅肺。潮热便秘，喘促胸闷，痰涎壅滞，舌质红，舌苔黄厚腻，脉沉滑数，右寸实大。
泻下剂分类？,故泻下剂相应地分为寒下剂、温下剂、润下剂、逐水剂、攻补兼施剂五类。
泻下剂功用？,泻下剂是为有形实邪内结而设，凡燥屎内结、冷积不化、密血内停、宿食不消、结痰停饮、虫积之腔腹胀满、腹痛拒按、大便秘结或泻利、苔厚、脉沉实等属里实证者，均可用泻下剂治疗。里实证的证候表现有热结、寒结、燥结、水结之不同。热结者，当寒下；寒结者，当温下；燥结者，当润下；水结者，当逐水；里实而兼见正气不足者，当攻补兼施。
扶正解表剂定义？,扶正解表剂，适用千正气不足而又感受外邪之证。代表方如败毒散、参苏饮、再造散等。
泻下剂定义？,凡以通便、泻热、攻积、逐水等作用为主，用于治疗里实证的方剂，统称为泻下剂。根据《素问阴阳应象大论》其下者，引而竭之其实者，散而泻之的原则立法，属于八法中之下法。
泻下剂注意事项？,泻下剂多由药力迅猛之品组方，易伤胃气，故应得效即止，慎勿过剂。服药期间，应忌食油腻及不易消化的食物，以防重伤胃气。如表证未解，里未成实者，不宜使用泻下剂。若表证未解而里实巳成，宜用表里双解法；如兼有痪血者，配伍活血祛痪药治之；兼有虫积者，配伍驱虫药治之。年老体虚、病后伤津、亡血者，以及孕妇、产妇、月经期女性，均应慎用或禁用。
寒下剂定义？,寒下剂适用千里热积滞实证。代表方如大承气汤、大陷胸汤等。
